ISO3,Year,Heritage_Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,fraser_Score,Size_of_Government,Legal_System_and_Property,Sound_Money,Free_Trade,Regulation,Access to clean fuels and technologies for cooking (% of population),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),"Children in employment, work only (% of children in employment, ages 7-14)",Consumer price index (2010 = 100),Coverage of social insurance programs (% of population),Coverage of social insurance programs in poorest quintile (% of population),Coverage of social safety net programs (% of population),Coverage of social safety net programs in poorest quintile (% of population),Coverage of unemployment benefits and ALMP in poorest quintile (% of population),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Exports of goods and services (constant 2015 US$),GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita growth (annual %),GNI (constant 2015 US$),GNI growth (annual %),GNI per capita (constant 2015 US$),GNI per capita growth (annual %),Gini index,Income share held by highest 10%,Income share held by lowest 10%,Marine protected areas (% of territorial waters),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $6.85 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Poverty headcount ratio at societal poverty line (% of population),Proportion of people living below 50 percent of median income (%),Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Prosperity gap (average shortfall from a prosperity standard of $25/day),"School enrollment, primary (% net)","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
CPV,1996,49.7,70.0,30.0,,64.3,30.9,,55.0,,72.3,45.0,70.0,10.0,,,,,,,,,,0.0914,0.214765227,,68.20668636,,,,,,,,581130092.0,11.34652476,1365.498206,9.390286197,,,,,,,,,,,,,,,,,,,,,,,,,12.934
KHM,1996,,,,,,,,,,,,,,,,,,,,,,,1.6662,0.154259638,,47.69277028,,,,,,,719658697.6,5526689597.0,5.897505607,511.6703496,-1.776935284,5401041474.0,5.201383395,500.0376321,-2.422609199,,,,,,,,,,,,,,,,,,,,,0.963
CMR,1996,45.7,30.0,10.0,,51.3,88.0,,55.0,,72.4,25.0,50.0,30.0,,,,,,,,,,5.2859,0.39403621,,69.61931958,,,,,,,4364969271.0,14452915010.0,4.21507215,1077.389252,1.447546691,13763124810.0,4.140971396,1025.968999,1.37541375,44.4,36.1,2.5,,36.7,59.2,75.4,90.8,,51.7,11.1,2.23,4.3,63.4,12.23,23.82,5.73,13.1,,,8.06
CAN,1996,70.3,90.0,90.0,,64.6,18.3,,85.0,,89.7,75.2,50.0,70.0,,,,,,,,,,489.835,16.54276912,,76.35231826,,,,,,,301208000000.0,971254000000.0,1.688961208,32801.30185,0.631530864,917791000000.0,1.796962619,30995.75369,1.262076492,32.8,24.5,2.9,,0.3,0.5,0.5,1.0,,15.0,13.2,,,,,,,0.9,95.69298,,9.62
CAF,1996,,,,,,,,,,,,,,,,,,,,,,,0.2158,0.062806228,,71.51214627,,,,,,,,1504695161.0,-4.000092964,437.9250548,-6.456357747,,,,,,,,,,,,,,,,,,,,,,,,,5.488
TCD,1996,,,,,,,,,,,,,,,,,,,,,,,0.1534,0.020701453,,68.66352921,,,,,,,,2816559566.0,2.214473035,380.0969657,-2.213983781,,1.870754373,,-2.542810783,,,,,,,,,,,,,,,,,,,37.29169,,0.703
CHL,1996,72.6,90.0,50.0,,89.8,85.9,,85.0,,68.0,65.0,70.0,50.0,,,,,,,,,,47.8879,3.250152741,,61.54284562,,,,,,,31660509296.0,112057000000.0,6.802916596,7605.28953,5.304860681,109006000000.0,7.383724664,7398.259654,5.877522127,54.9,44.4,1.3,,5.1,16.4,16.2,41.4,,29.5,19.6,,,,,,,4.5,,,7.414
CHN,1996,51.3,30.0,30.0,,70.7,94.6,,55.0,,61.5,20.0,50.0,50.0,,,,,,,,,,3340.3022,2.743462034,,80.23815776,,,,,,,,2013140000000.0,9.922556753,1653.433789,8.776429811,1987200000000.0,10.06615914,1632.13295,8.918534905,35.2,27.3,3.1,,36.2,61.1,78.1,95.5,,51.2,11.8,,,,,,,13.0,90.04399,,3.12
COL,1996,64.3,50.0,10.0,,80.4,99.2,,70.0,,64.1,65.0,70.0,70.0,,,,,,,,,,61.7932,1.694694132,,34.19188935,,,,,,,19980692461.0,153096000000.0,2.055854713,4198.691263,0.213941192,149921000000.0,1.650325742,4111.629618,-0.184268755,56.8,45.6,0.6,,16.0,31.4,34.2,61.5,,35.8,22.8,,,,,,,11.4,89.27669,,11.81
COM,1996,,,,,,,,,,,,,,,,,,,,,,,0.0418,0.083749577,,,,,,,,,42076181.44,542039772.2,-1.291688926,1086.019175,-2.976885725,542389069.0,-1.450999717,1086.719018,-3.133476683,,,,,,,,,,,,,,,,,,,,,4.781
COD,1996,39.5,30.0,10.0,,54.7,97.2,,55.0,,0.0,49.0,30.0,30.0,,,,,,,,,,2.5595,0.056505939,,0.074631914,,,,,,,1656623131.0,19975321586.0,-1.023172642,440.9940591,-2.907651664,19053646086.0,7.147405557,420.6462806,5.10736201,,,,,,,,,,,,,,,,,,,,,3.153
COG,1996,40.3,30.0,10.0,,49.6,54.8,,55.0,,50.9,52.4,30.0,30.0,,,,,,,,,,3.2862,1.162522088,,64.33972107,,,,,,,4167742355.0,6000213536.0,4.290481559,2122.628193,1.437715184,4288068417.0,3.690860764,1516.941832,0.854496443,,,,,,,,,,,,,,,,,,,,,20.033
CRI,1996,66.4,50.0,50.0,,82.5,90.5,,70.0,,71.9,63.0,70.0,50.0,,,,,,,,,,4.7421,1.31032964,,24.19406132,,,,,,,6547253388.0,24868443787.0,1.350459491,6871.60941,-0.997395703,27438909228.0,1.806817061,7581.876392,-3.140679738,46.5,34.3,1.1,,7.7,17.8,17.6,41.3,,29.3,20.4,,,,,,,6.6,91.47044,,6.16
CIV,1996,49.9,50.0,30.0,,52.2,86.4,,55.0,,62.9,12.6,50.0,50.0,,,,,,,,,,4.632,0.299955084,,66.95475156,,,,,,,10958969740.0,26359663692.0,7.729327419,1706.9765,3.636037524,,,,,,,,,,,,,,,,,,,,,,,54.68437,,4.043
HRV,1996,48.0,50.0,30.0,,77.4,50.5,,55.0,,0.0,69.0,50.0,50.0,,,,,,,,,,17.2599,3.787476984,,62.86159125,,,,,,,10844404788.0,35808404184.0,6.108980925,7857.722621,7.574334087,35808473362.0,6.108980925,7857.737802,7.574334087,,,,,,,,,,,,,,,,,,,,,9.68
CUB,1996,27.8,10.0,10.0,,47.6,0.0,,40.0,,62.9,60.0,10.0,10.0,,,,,,,,,,25.9294,2.36538737,,,,,,,,,4244335736.0,39455836485.0,7.838749659,3599.324986,7.478225038,38661585251.0,8.103087382,3526.870095,7.741679032,,,,,,,,,,,,,,,,,,,98.80478,,7.61
CYP,1996,67.7,50.0,50.0,,71.9,67.9,,85.0,,76.0,68.4,70.0,70.0,,,,,,,,,,6.2215,7.067557282,,69.14651795,,,,,,,8612928712.0,12819886299.0,1.248581576,19385.21094,-0.352381792,12206453709.0,1.478549049,18457.62695,-0.126055728,,,,,,,,,,,,,,,,,,,96.11728,,3.1
CZE,1996,68.1,70.0,50.0,,47.5,38.2,,100.0,,72.5,75.0,70.0,90.0,,,,,,,,,,137.3959,13.31969849,,61.07328436,,,,,,,32127803730.0,123213000000.0,4.168584276,11944.71715,4.289887602,117212000000.0,,11362.94529,5.627394392,25.8,21.8,4.2,,0.1,0.4,0.2,1.5,,8.5,5.7,,,,,,,1.4,,,3.852
DNK,1996,67.3,90.0,90.0,,31.5,0.0,,85.0,,91.4,77.8,70.0,70.0,,,,,,,,,,74.0147,14.06301716,,74.41500312,,,,,,,79959674605.0,233321000000.0,2.895750661,44331.61995,2.315081134,219125000000.0,2.732793981,41634.39814,2.586226466,,,,,,,,,,,,,,,,,,,98.14876,,6.844
DJI,1996,,,,,,,,,,,,,,,,,,,,,,,1.1131,1.716824915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.11271,,27.153
DMA,1996,,,,,,,,,,,,,,,,,,,,,,,0.0646,0.930701628,,76.15271448,,,,,,,,392314752.0,3.104202263,5652.135889,3.191843063,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,1996,58.1,30.0,30.0,,85.4,89.3,,55.0,,78.0,55.0,50.0,50.0,,,,,,,,,,12.9051,1.606531843,,24.45744948,,,,,,,8622234409.0,27677807175.0,5.977825114,3445.558621,4.067758388,26555886637.0,6.751938465,3305.892825,4.827919687,47.4,36.5,1.5,,6.1,17.5,17.6,42.3,,29.9,19.9,,,,,,,5.1,,,6.496
ECU,1996,60.1,50.0,30.0,,79.0,92.5,,55.0,,53.0,61.0,70.0,50.0,,,,,,,,,,23.9672,2.029235582,,8.60857733,,,,,,,15065786621.0,48352157793.0,1.731747626,4093.841545,-0.166942955,46009296688.0,1.324861166,3895.478068,-0.566235409,,,,,,,,,,,,,,,,,,,93.75276,,4.43
EGY,1996,52.0,50.0,50.0,,56.2,61.8,,55.0,,70.3,25.0,50.0,50.0,,,,,,,,,,106.9189,1.595136711,,39.18686946,,,,,,47.70999908,14109029988.0,143014000000.0,4.988730565,2133.648042,2.834345438,144068000000.0,5.114343189,2149.373277,2.957380471,,,,,,,,,,,,,,,,,,,,,9.0
SLV,1996,70.1,50.0,50.0,,83.7,92.0,,70.0,,72.5,73.0,70.0,70.0,,,,,,,,,,4.5672,0.786731265,,64.80094415,,,,,,,2795925550.0,16109937379.0,0.811461899,2775.04629,0.062055472,15956204637.0,0.599192069,2748.56478,-0.148636399,51.0,39.3,1.1,,13.1,28.6,30.8,59.7,,34.4,21.9,,,,,,,8.0,,,7.68
GNQ,1996,,,,,,,,,,,,,,,,,,,,,,,1.4079,2.372230797,,47.88193515,,,,,,,,587424889.6,66.57999722,989.7772667,60.34109227,,,,,,,,,,,,,,,,,,,,,,,,,7.792
ERI,1996,,,,,,,,,,,,,,,,,,,,,,,0.9171,0.430874095,,,,,,,,,,1785058837.0,9.258838563,838.6605726,3.961504729,,8.592079097,,3.327072601,,,,,,,,,,,,,,,,,,,36.58888,,5.215
EST,1996,65.4,70.0,50.0,,73.2,59.2,,85.0,,17.3,74.0,90.0,70.0,,,,,,,,,,20.9777,14.81900884,,51.68454734,,,,,,,4730556884.0,10811255595.0,4.943017786,7637.257289,6.502787815,,,,,,,,,,,,,,,,,,,,,,,90.60952,,9.915
SWZ,1996,58.6,70.0,30.0,,63.5,68.7,,70.0,,67.4,58.0,50.0,50.0,,,,,,,,,,1.1347,1.146345726,,36.50636653,,,,,,,,2141687482.0,3.842053638,2163.668187,1.80600282,,,,,,,,,,,,,,,,,,,,,,,78.57436,,22.074
ETH,1996,45.9,30.0,30.0,,48.8,88.5,,55.0,,73.4,27.0,30.0,30.0,,,,,,,,,,3.1868,0.053588813,,33.47954915,,,,,,,,15623617690.0,12.42617378,262.7247189,8.776856914,,,,,,,,,,,,,,,,,,,,,,,26.19184,,3.146
FJI,1996,57.4,50.0,30.0,,67.4,74.4,,55.0,,80.5,59.0,50.0,50.0,,,,,,,,,,1.178,1.465558747,,62.27172958,,,,,,45.11999893,,3143481870.0,4.80000043,3910.829671,4.142481601,,,,,,,,,,,,,,,,,,,,,,,93.14733,,4.633
FIN,1996,63.7,90.0,90.0,,58.4,0.0,,55.0,,82.3,77.8,70.0,50.0,,,,,,,,,,64.9344,12.67118256,,80.48362682,,,,,,,38704247677.0,158266000000.0,3.662657607,30883.83486,3.323161929,165057000000.0,4.467918011,32208.91885,2.752309961,,,,,,,,,,,,,,,,,,,98.36753,,15.572
FRA,1996,63.7,70.0,90.0,,60.6,8.3,,85.0,,81.4,77.8,50.0,50.0,,,,,,,,,,396.7419,6.639531306,,81.04488905,,,,,,,367935000000.0,1773740000000.0,1.397079862,29683.77861,1.035285019,1789420000000.0,1.918611599,29946.22749,1.37893955,32.0,24.0,3.0,,0.1,0.3,0.2,0.7,,14.2,12.2,,,,,,,0.8,99.94659,,12.367
GAB,1996,55.7,50.0,50.0,,52.5,75.5,,70.0,,59.5,23.6,70.0,50.0,,,,,,,,,,6.3326,5.496977036,,78.48047621,,,,,,,7422619869.0,9910794415.0,3.62504902,8603.008134,1.034276624,8975145592.0,3.344866347,7790.82355,0.761098913,,,,,,,,,,,,,,,,,,,,,17.347
GMB,1996,,,,,,,,,,,,,,,,,,,,,,,0.1544,0.118640551,,46.84845662,,,,,,,,787886530.3,2.223545638,605.4099248,-0.690360719,,,,,,,,,,,,,,,,,,,,,,,58.232,,10.235
GEO,1996,44.1,30.0,10.0,,92.0,61.3,,55.0,,0.0,69.0,50.0,30.0,,,,,,,,,,6.8969,1.535476887,,39.9107903,,,,,,,,5332200118.0,11.20254639,1187.123206,15.31283525,,,,,37.1,27.9,2.3,,6.2,20.2,19.9,52.0,,28.1,16.8,,,,,,,4.9,98.29222,,11.5
DEU,1996,69.1,90.0,90.0,,44.0,27.1,,70.0,,83.5,77.8,70.0,70.0,,,,,,,,,,939.6957,11.47161861,,81.64846931,,,,,,,524063000000.0,2640070000000.0,1.038155811,32229.47787,0.746098631,2617110000000.0,1.192039943,31949.1925,0.5838132,28.0,22.0,3.8,,0.0,0.1,0.2,0.2,,9.2,7.7,,,,,,,0.6,,,8.822
GHA,1996,57.7,50.0,70.0,,73.8,74.8,,55.0,,64.3,31.2,50.0,50.0,,,,,,,,,,4.3889,0.246426468,,8.910181395,,,,,,,,16986119959.0,4.602461156,953.7309003,2.187619536,,,,,,,,,,,,,,,,,,,,,,,,,7.083
GRC,1996,60.5,70.0,50.0,,58.0,50.5,,70.0,,67.9,77.8,70.0,30.0,,,,,,,,,,84.2419,7.94075673,,61.68029028,,,,,,,23331614833.0,169804000000.0,1.382470172,16005.95116,0.936690434,,,,,,,,,,,,,,,,,,,,,,,88.44979,,10.402
GTM,1996,63.7,50.0,50.0,,84.1,96.6,,55.0,,69.0,69.0,50.0,50.0,,,,,,,,,,6.6714,0.630357028,,39.93652244,,,,,,,6924717192.0,31411836282.0,2.957779887,2967.993491,0.326032378,30943432321.0,2.554290953,2923.735655,-0.067142805,,,,,,,,,,,,,,,,,,,,,2.625
GIN,1996,58.5,50.0,10.0,,71.4,89.1,,55.0,,80.2,51.0,50.0,70.0,,,,,,,,,,0.9093,0.1170265,,,,,,,,9.960000038,,4462353367.0,4.461575085,574.3028658,1.547069936,,,,,,,,,,,,,,,,,,,,,,,,,4.5
GNB,1996,,,,,,,,,,,,,,,,,,,,,,,0.2062,0.180318049,,45.75896051,,,,,,,,722898122.7,11.6,632.1609069,9.298192364,,,,,,,,,,,,,,,,,,,,,,,,,3.022
GUY,1996,50.1,50.0,30.0,,55.9,37.3,,55.0,,71.5,51.0,50.0,50.0,,,,,,,,,,1.5818,2.079876296,,45.64932174,,,,,,,,2712138382.0,7.955517541,3566.134994,7.652031669,,,,,,,,,,,,,,,,,,,,,,,88.43708,,11.611
HTI,1996,41.0,10.0,10.0,,78.6,97.7,,40.0,,47.5,65.0,10.0,10.0,,,,,,,,,,1.2803,0.166109702,,22.57381135,,,,,,,522320918.9,10255215965.0,4.140773329,1330.540399,2.181455002,10292596286.0,4.313046725,1335.390226,2.350487225,,,,,,,,,,,,,,,,,,,,,7.325
HND,1996,56.6,50.0,30.0,,65.5,82.7,,55.0,,63.3,63.0,50.0,50.0,,,,,,,,,,4.0014,0.677749183,,28.40008706,,,,,,,5141557538.0,10200112186.0,1.870776294,1727.674739,-0.96445927,,1.976420823,,,55.7,43.7,0.9,,23.5,41.7,48.9,72.9,,41.7,25.0,,,,,,,11.5,,,4.37
HKG,1996,90.5,90.0,90.0,,91.4,92.0,,100.0,,81.1,90.0,90.0,90.0,,,,,,,,,,36.0962,5.608919276,,95.28482329,,,,,,61.70000076,206156000000.0,164436000000.0,4.258460116,25551.43618,-0.267965765,178980000000.0,,27811.31169,-0.753081244,,,,,,,,,,,,,,,,,,,93.80741,,2.83
HUN,1996,56.8,70.0,50.0,,55.8,0.0,,70.0,,66.6,59.0,70.0,70.0,,,,,,,,,,63.5873,6.166795878,,35.48232291,,,,,,,18126225914.0,79346116188.0,0.082413298,7695.110537,0.254474202,,-0.451646528,,,,,,,,,,,,,,,,,,,,,78.42221,,10.022
ISL,1996,,,,,,,,,,,,,,,,,,,,,,,2.7104,10.07898377,,48.72060198,,,,,,,3577189366.0,9561920769.0,4.567123587,35557.27725,4.004073434,,,,,,,,,,,,,,,,,,,,,,,97.9898,,3.6
IND,1996,47.4,50.0,10.0,,63.5,88.7,,55.0,,65.6,14.0,50.0,30.0,,,,,,,,,,833.512,0.8508016,,41.13365846,,,,,,,57015714674.0,641058000000.0,7.549522249,654.3559284,5.422261411,635982000000.0,7.694317641,649.173749,5.527954577,,,,,,,,,,,,,,,,,,,,,7.558
IDN,1996,61.0,50.0,10.0,,80.0,90.0,,55.0,,71.3,73.0,70.0,50.0,,,,,,,,,,252.0193,1.240225923,,20.93370995,,,,,,,77701199411.0,410674000000.0,7.818187077,2020.991481,6.058596364,,,,,34.2,28.6,3.6,,36.3,61.7,81.3,95.7,,52.4,5.8,,,,,,,12.4,92.51603,,4.861
IRN,1996,36.1,10.0,10.0,,41.5,92.1,,55.0,,51.3,45.0,10.0,10.0,,,,,,,,,,294.159,4.678004431,,13.47343771,,,,,,,64743025929.0,231028000000.0,6.35052602,3674.032686,5.207665424,258760000000.0,6.402859126,4115.054728,4.289157943,,,,,,,,,,,,,,,,,,,,,9.1
IRQ,1996,17.2,10.0,10.0,,10.0,10.2,,55.0,,0.0,40.0,10.0,10.0,,,,,,,,,,100.664,4.681758856,,10.87865181,,,,,,,,45342486348.0,11.02078564,2108.823283,7.533083149,,,,,,,,,,,,,,,,,,,,,,,76.13983,,8.527
IRL,1996,68.5,90.0,50.0,,49.1,39.0,,85.0,,85.6,77.8,70.0,70.0,,,,,,,,,,36.1045,9.925608452,,70.22545713,,,,,,,63343806233.0,111126000000.0,7.379621957,30550.03608,6.533310502,95073273097.0,7.97164369,26136.91044,6.271953712,35.6,27.3,2.9,,0.1,0.4,0.2,1.5,,15.7,12.2,,,,,,,1.2,88.80624,,11.692
ISR,1996,62.0,70.0,30.0,,51.1,27.7,,85.0,,73.1,81.0,90.0,50.0,,,,,,,,,,51.2749,9.008239635,,66.16655588,,,,,,,36204433000.0,152329000000.0,5.868332035,26762.01915,3.134206102,146258000000.0,5.454966046,25695.4272,3.627848754,,,,,,,,,,,,,,,,,,,,,8.455
ITA,1996,60.8,70.0,90.0,,42.2,0.1,,70.0,,77.0,77.8,70.0,50.0,,,,,,,,,,430.2621,7.56700622,,74.42012917,,,,,,,358758000000.0,1694190000000.0,1.345584771,29795.65978,1.317106196,1684420000000.0,1.594963492,29623.80694,1.826545807,,,,,,,,,,,,,,,,,,,98.22957,,11.864
JAM,1996,66.7,70.0,50.0,,76.2,76.5,,70.0,,52.2,65.0,70.0,70.0,,,,,,,,,,9.1687,3.631940734,,24.93385021,,,,,,,,13058497765.0,-0.113731206,5172.782396,-1.075692212,,,,,40.4,32.7,2.5,,2.9,14.5,11.4,42.8,,25.4,12.7,1.15,1.26,5.65,12.84,5.81,1.15,4.0,,,6.62
JPN,1996,72.6,90.0,90.0,,53.6,63.9,,85.0,,88.9,82.0,50.0,50.0,,,,,,,,,,1251.4624,9.95143332,,101.2688973,,,,,,,345700000000.0,3904270000000.0,3.133870993,31046.17015,2.900141234,4156540000000.0,3.513500741,33052.18906,2.871639557,,,,,,,,,,,,,,,,,,,,,3.383
JOR,1996,60.8,70.0,30.0,,36.6,62.8,,70.0,,78.2,59.2,70.0,70.0,,,,,,,,,,14.1278,2.875878674,,62.49796478,,,,,,,,16025148664.0,2.087020782,3262.106152,-1.24666808,,,,,,,,,,,,,,,,,,,,,,,,,13.7
KAZ,1996,,,,,,,,,,,,,,,,,,,,,,,158.0191,9.625904002,4.4,28.3992774,,,,,,,30192661492.0,58824683638.0,0.500000002,3583.369084,2.425444843,59124515512.0,0.215439802,3601.633666,2.135432852,35.4,26.3,2.7,,8.7,28.0,29.3,65.6,,30.1,12.8,,,,,,,6.0,,,12.96
KEN,1996,56.4,50.0,50.0,,69.3,62.6,,55.0,,53.7,67.0,50.0,50.0,,,,,,,,,,7.3966,0.270499668,,27.55708169,,,,,,,5750727883.0,34295389782.0,4.146839269,1254.210252,1.319006267,33687534256.0,5.81492751,1231.980482,2.941801967,,,,,,,,,,,,,,,,,,,,,2.783
KIR,1996,,,,,,,,,,,,,,,,,,,,,,,0.0183,0.221487963,,,,,,,,,15698495.15,127184612.1,-0.052032522,1539.336651,-1.73228774,,,,,,,,,,,,,,,,,,,,,,,98.31647,,
PRK,1996,8.9,10.0,10.0,,0.0,0.0,,40.0,,0.0,0.0,10.0,10.0,,,,,,,,,,79.058,3.452955846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.592
KOR,1996,73.0,90.0,70.0,,64.4,86.4,,70.0,,79.6,77.0,50.0,70.0,,,,,,,,,,431.6152,9.480905533,,63.16253599,,,,,,,108385000000.0,652466000000.0,7.890703326,14332.13672,6.867624488,723804000000.0,7.915919059,15899.15893,5.640884609,,,,,,,,,,,,,,,,,,,98.24344,,2.048
KWT,1996,66.1,90.0,70.0,,99.9,10.9,,85.0,,81.7,77.0,30.0,50.0,,,,,,,,,,39.6459,22.91344699,,66.16526831,,,,,,,,56091050155.0,0.605127159,32417.96262,-2.228452379,,,,,,,,,,,,,,,,,,,,,,,89.25154,,0.7
KGZ,1996,,,,,,,,,,,,,,,,,,,,,,,5.9156,1.27809871,,22.0888649,,,,,,,,2868093848.0,7.084502395,619.6678356,5.511621857,,,,,,,,,,,,,,,,,,,,,,,92.24185,,1.525
LAO,1996,38.5,10.0,10.0,,32.3,90.2,,40.0,,62.8,81.0,10.0,10.0,,,,,,,,,,0.4652,0.092197719,,7.016225036,,,,,,,,3949167184.0,6.928323728,782.6831565,4.464343809,,,,,,,,,,,,,,,,,,,,,,,68.4371,,2.449
LVA,1996,55.0,50.0,50.0,,78.0,50.8,,70.0,,41.1,55.0,50.0,50.0,,,,,,,,,,9.2498,3.764332242,,49.6204159,,,,,,,4620306807.0,11850945730.0,2.299954746,4822.903966,3.458749898,12437747127.0,2.197979207,5061.710796,3.266819067,,,,,,,,,,,,,,,,,,,,,20.7
LBN,1996,63.2,50.0,10.0,,98.0,79.9,,70.0,,66.4,75.0,50.0,70.0,,,,,,,,,,15.08,3.73750149,,,,,,,,,3405733883.0,24428699054.0,11.28593572,6054.529119,9.243624524,25129840980.0,10.01975797,6228.303588,8.000683577,,,,,,,,,,,,,,,,,,,,,8.435
LSO,1996,47.0,50.0,30.0,,59.1,38.7,,55.0,,65.3,45.0,50.0,30.0,,,,,,,,,,0.1292,0.065503357,,104.4768051,,,,,,,168183448.6,1322446272.0,5.597036059,670.4695818,4.473779521,,,,,,,,,,,,,,,,,,,,,,,64.10472,,15.788
LBR,1996,,,,,,,,,,,,,,,,,,,,,,,0.2753,0.123326326,,,,,,,,,,525559090.7,12.12120366,235.4350582,8.950523151,,,,,,,,,,,,,,,,,,,,,,,,,2.354
LBY,1996,31.7,10.0,10.0,,33.3,73.0,,40.0,,60.2,39.0,10.0,10.0,,,,,,,,,,50.6192,10.14943077,,92.30790454,,,,,,,,54321714851.0,2.1341232,10891.80557,0.484583326,,,,,,,,,,,,,,,,,,,,,,,,,19.296
LIE,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9053018,,6.019964818,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,1996,49.7,50.0,30.0,,76.6,62.4,,70.0,,12.9,65.0,50.0,30.0,,,,,,,,,,15.5964,4.330393077,,63.94219933,,,,,,,6405303350.0,18768365836.0,5.026942712,5211.100092,5.828551776,16825951604.0,,4671.782227,9.921036038,,,,,,,,,,,,,,,,,,,,,16.4
LUX,1996,72.5,90.0,90.0,,46.6,37.1,,85.0,,84.7,79.0,70.0,70.0,,,,,,,,,,9.1478,22.08413302,,75.06450086,,,,,,,34512197312.0,31032290016.0,1.398074483,74916.50677,0.027251338,26205414099.0,1.526409157,63263.71923,1.605536985,29.0,22.7,3.6,,0.0,0.0,0.0,0.2,,10.2,9.0,,,,,,,0.5,,,3.286
MAC,1996,,,,,,,,,,,,,,,,,,,,,,,1.4097,3.396049145,,81.55689359,,,,,,,8709109429.0,13919801374.0,-0.41902419,33533.60967,-1.810423033,,,,,,,,,,,,,,,,,,,,,,,,,4.249
MDG,1996,52.2,50.0,30.0,,74.8,87.3,,70.0,,60.5,37.6,30.0,30.0,,,,,,,,,,1.3589,0.093648065,,27.66300742,,,,,,,1357922176.0,6524423229.0,2.154204472,449.6280871,-1.080186943,6331246671.0,3.16872799,436.3153998,-0.09778512,,,,,,,,,,,,,,,,,,,56.91976,,6.087
MWI,1996,56.2,50.0,30.0,,73.4,78.8,,55.0,,54.9,64.0,50.0,50.0,,,,,,,,,,2.2292,0.215335288,,12.17785981,,,,,,,,4196762834.0,7.316681781,405.3970637,5.221492043,,,,,,,,,,,,,,,,,,,,,,,,,4.955
MYS,1996,69.9,70.0,70.0,,76.7,82.7,,85.0,,77.7,67.0,50.0,50.0,,,,,,,,,,103.4302,4.960660356,,71.41811832,,,,,,49.72000122,96219827786.0,129072000000.0,10.00270069,6190.464291,7.261940757,,10.08718749,,,,,,,,,,,,,,,,,,,,,,,2.52
MDV,1996,,,,,,,,,,,,,,,,,,,,,,,0.3449,1.314671027,,65.87150863,,,,,,,,1547415775.0,7.85864718,5898.355135,5.516030067,,,,,,,,,,,,,,,,,,,,,,,,,1.013
MLI,1996,57.0,50.0,10.0,,48.8,83.4,,70.0,,65.6,65.0,70.0,50.0,,,,,,,,,,0.3955,0.038002252,,75.11605022,,,,,,,1058398743.0,5253094839.0,7.055785404,504.7520436,4.773049178,5171733698.0,7.001305032,496.9343279,4.719730483,,,,,,,,,,,,,,,,,,,,,1.424
MLT,1996,55.8,50.0,10.0,,67.7,50.8,,70.0,,72.5,61.0,70.0,50.0,,,,,,,,,,2.3311,6.136007686,,71.42291632,,,,,,,,4831991668.0,3.777335762,12718.94728,3.098243734,,,,,,,,,,,,,,,,,,,,,,,97.45467,,6.337
MRT,1996,45.5,30.0,30.0,,49.8,80.3,,55.0,,69.6,55.0,30.0,10.0,,,,,,,,,,2.424,1.027907868,,43.76143438,,,,,,,1157566037.0,3470788902.0,5.818826634,1471.803309,3.746998161,3483897544.0,9.743287649,1477.362087,7.594622092,,,,,,,,,,,,,,,,,,,56.18374,,9.794
MUS,1996,,,,,,,,,,,,,,,,,,,,,,,1.6357,1.442421314,,44.75696824,,,,,,,3457199426.0,5407667941.0,5.587843927,4768.683436,4.513432614,,,,,,,,,,,,,,,,0.58,0.81,2.77,5.46,6.79,1.02,,96.98175,,9.505
